No,year,month,day,hour,PM2_5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
11953,2014,7,12,0,43,43,3,128,700,2,25.7,996.3,16.8,0,NE,1.1,Aotizhongxin
11965,2014,7,12,12,10,10,2,14,300,103,33.4,996,12.4,0,ESE,1.9,Aotizhongxin
11977,2014,7,13,0,30,30,3,87,400,48,25.2,997,15.2,0,NE,1.7,Aotizhongxin
11989,2014,7,13,12,10,10,4,11,200,97,34.5,995.4,13.9,0,ENE,2.2,Aotizhongxin
12001,2014,7,14,0,51,51,5,115,700,2,23.6,996.8,20.3,0,ENE,0.5,Aotizhongxin
12013,2014,7,14,12,21,21,3,49,300,126,35.2,996.1,15.5,0,SSW,1.7,Aotizhongxin
12025,2014,7,15,0,20,20,2,50,400,60,26.4,999.2,17.5,0,WSW,4.5,Aotizhongxin
12037,2014,7,15,12,56,56,6,42,500,151,30.4,997.9,19.1,0,WSW,3.1,Aotizhongxin
12049,2014,7,16,0,94,94,2,55,600,59,22.3,997.5,22.1,0,NE,1.1,Aotizhongxin
12061,2014,7,16,12,166,166,2,62,1400,71,27,997.9,24.1,0.5,N,0,Aotizhongxin
12073,2014,7,17,0,38,38,2,47,400,51,20.8,999.6,20.8,0,E,0,Aotizhongxin
12085,2014,7,17,12,147,147,2,57,1500,66,28.5,999.7,23.6,0,SW,1,Aotizhongxin
12097,2014,7,18,0,211,211,2,67,3000,39,25.7,1000.6,24.5,0,ENE,0.2,Aotizhongxin
12109,2014,7,18,12,95,95,4,53,2100,124,32.4,1001,25.5,0,NW,1.2,Aotizhongxin
12121,2014,7,19,0,88,88,2,84,600,59,27,1001.6,26,0,S,0,Aotizhongxin
12133,2014,7,19,12,64,64,2,22,400,163,34.5,1002.3,25.9,0,SSW,1.6,Aotizhongxin
12145,2014,7,20,0,39,39,2,29,300,86,28.4,1001.8,25,0,SW,0.8,Aotizhongxin
12157,2014,7,20,12,69,69,3,26,400,151,33,998.4,26.6,0,SW,3,Aotizhongxin
12169,2014,7,21,0,50,50,2,29,300,74,31,994.3,25.8,0,SW,1.6,Aotizhongxin
12181,2014,7,21,12,14,14,10,19,500,78,31.2,996.6,19.2,0,NE,2.5,Aotizhongxin
12193,2014,7,22,0,7,7,3,36,100,38,27.9,998.9,17.1,0,ENE,0.7,Aotizhongxin
12205,2014,7,22,12,9,9,5,33,300,39,27,1001.3,20.8,0,NW,0.1,Aotizhongxin
12217,2014,7,23,0,47,47,6,78,500,2,23.7,999.8,20,0,ESE,0.1,Aotizhongxin
12229,2014,7,23,12,21,21,6,79,700,18,29.3,998.1,19,0,W,1.2,Aotizhongxin
12241,2014,7,24,0,57,57,2,97,700,5,23.9,997.6,22.5,0,SW,0,Aotizhongxin
12253,2014,7,24,12,101,101,3,110,1300,29,27.8,1000.7,24,0,SSE,0.4,Aotizhongxin
12265,2014,7,25,0,105,105,2,85,2100,18,21,1000.9,20.5,0,N,0,Aotizhongxin
12277,2014,7,25,12,49,49,8,25,800,171,33.1,999,18.5,0,SSE,1.6,Aotizhongxin
12289,2014,7,26,0,83,83,9,63,1100,107,26.1,1000.7,19.5,0,SW,0,Aotizhongxin
12301,2014,7,26,12,145,145,5,63,1300,204,33.5,1002.5,22,0,WNW,1.6,Aotizhongxin
12313,2014,7,27,0,73,73,9,37,500,117,27.1,1003.9,18.1,0,WSW,1.3,Aotizhongxin
12325,2014,7,27,12,147,147,20,47,1300,219,33.8,1001.9,19.8,0,SW,3,Aotizhongxin
12337,2014,7,28,0,106,106,6,32,600,147,27,999.2,21.1,0,WSW,2.1,Aotizhongxin
12349,2014,7,28,12,145,145,12,33,1100,209,33.7,997.5,20.5,0,SSW,2,Aotizhongxin
12361,2014,7,29,0,100,100,4,40,500,102,28.1,997.2,22.3,0,WSW,2.3,Aotizhongxin
12373,2014,7,29,12,126,126,5,19,500,170,32.3,997.1,22.4,0,SW,3,Aotizhongxin
12385,2014,7,30,0,73,73,2,22,500,123,23.5,998,23.3,1.1,SSW,1.2,Aotizhongxin
12397,2014,7,30,12,158,158,2,40,1500,67,25.5,1000.5,23.6,0,E,0.4,Aotizhongxin
12409,2014,7,31,0,212,212,2,44,1700,40,25.5,1002,24.3,0,ESE,0,Aotizhongxin
12421,2014,7,31,12,238,238,2,47,1600,112,30.3,1000.7,24.2,0,SW,1.8,Aotizhongxin
12433,2014,8,1,0,207,207,2,51,1600,104,26.8,1000.8,23.7,0,SW,1.4,Aotizhongxin
12445,2014,8,1,12,153,153,2,27,1000,139,31.2,1000.7,25.1,0,ENE,0.8,Aotizhongxin
12457,2014,8,2,0,140,140,2,52,900,63,25.7,999.4,25.4,0,ESE,0,Aotizhongxin
12469,2014,8,2,12,138,138,2,56,900,83,33.4,996.4,24.8,0,WSW,0.8,Aotizhongxin
12481,2014,8,3,0,142,142,2,61,900,49,27.8,995.6,26,0,NE,1.1,Aotizhongxin
12493,2014,8,3,12,106,106,2,27,700,183,33.9,994.3,25.6,0,NNE,1.5,Aotizhongxin
12505,2014,8,4,0,80,80,2,66,800,48,27.3,995.4,24.9,0,NNE,0.9,Aotizhongxin
12517,2014,8,4,12,8,8,2,27,200,49,22.3,1000.2,21.8,0.2,E,0.9,Aotizhongxin
12529,2014,8,5,0,10,10,2,43,300,20,20.5,1001.1,20.5,0,ENE,0,Aotizhongxin
12541,2014,8,5,12,43,43,8,51,600,52,31.7,1000.5,17.6,0,W,0.6,Aotizhongxin
12553,2014,8,6,0,40,40,2,74,500,21,23.6,1000.9,22.8,0,ESE,0,Aotizhongxin
12565,2014,8,6,12,22,22,3,22,300,110,34.4,1001,10.9,0,NE,1.6,Aotizhongxin
12577,2014,8,7,0,82,82,2,110,1200,24,23.3,1003.3,18,0,ENE,1.4,Aotizhongxin
12589,2014,8,7,12,62,62,15,37,1400,164,32.6,1002.9,16.4,0,WSW,1,Aotizhongxin
12601,2014,8,8,0,50,50,5,43,600,88,25.2,1003.3,18.2,0,WSW,1.3,Aotizhongxin
12613,2014,8,8,12,98,98,8,74,1200,120,31.8,1002.3,17.3,0,SSW,2.1,Aotizhongxin
12625,2014,8,9,0,68,68,8,47,800,90,22.8,1001.4,19,0,SSW,0,Aotizhongxin
12637,2014,8,9,12,94,94,12,36,1000,183,31.2,999.6,18.2,0,SW,1.3,Aotizhongxin
12649,2014,8,10,0,11,11,2,29,300,83,20.1,998.9,20.1,0,WNW,0.7,Aotizhongxin
12661,2014,8,10,12,44,44,2,45,600,124,30.9,996.8,21.1,0,S,1.7,Aotizhongxin
12673,2014,8,11,0,78,78,3,93,800,34,24.5,998.3,20.8,0,NE,0.7,Aotizhongxin
12685,2014,8,11,12,10,10,2,9,400,91,34.1,998.3,11.3,0,NE,2.7,Aotizhongxin
12697,2014,8,12,0,31,31,2,114,700,11,22.2,999.8,17.1,0,E,0.7,Aotizhongxin
12709,2014,8,12,12,18,18,4,31,300,107,32.9,999.8,12,0,WSW,1.1,Aotizhongxin
12721,2014,8,13,0,14,14,2,18,200,99,21,1001.3,21,0.5,NE,0.7,Aotizhongxin
12733,2014,8,13,12,39,39,2,42,600,79,19.4,1003.6,19.4,11.3,SE,1,Aotizhongxin
12745,2014,8,14,0,21,21,2,53,500,19,18.1,1003.5,18.1,0,N,0,Aotizhongxin
12757,2014,8,14,12,26,26,9,43,500,83,29.4,1001.2,18.8,0,SW,1.5,Aotizhongxin
12769,2014,8,15,0,23,23,4,96,600,2,19.4,1000.8,18.7,0,SSE,0.2,Aotizhongxin
12781,2014,8,15,12,32,32,5,31,700,112,31.9,1000.3,13.2,0,NNE,2.1,Aotizhongxin
12793,2014,8,16,0,48,48,2,119,800,4,23.1,1001.6,18.8,0,NE,1,Aotizhongxin
12805,2014,8,16,12,55,55,4,32,600,176,33,1001.7,17.2,0,SSE,1.1,Aotizhongxin
12817,2014,8,17,0,123,123,3,106,1200,78,23.4,1002.7,21.3,0,SW,0.7,Aotizhongxin
12829,2014,8,17,12,47,47,5,44,600,126,30.6,1003.7,16.2,0,SSW,2.2,Aotizhongxin
12841,2014,8,18,0,100,169,4,80,1100,51,23.1,1006.1,21,0,WNW,0.6,Aotizhongxin
12853,2014,8,18,12,57,94,7,38,700,143,30.4,1005.7,18.5,0,WSW,2,Aotizhongxin
12865,2014,8,19,0,72,123,8,36,1000,121,24,1005.7,19.5,0,W,1,Aotizhongxin
12877,2014,8,19,12,118,133,2,53,1000,183,31.9,1005,20.2,0,S,2.3,Aotizhongxin
12889,2014,8,20,0,85,141,3,42,700,110,25.3,1004.1,20.5,0,WSW,1.6,Aotizhongxin
12901,2014,8,20,12,123,123,4,46,900,171,31.6,1002.1,19.6,0,WSW,3.3,Aotizhongxin
12913,2014,8,21,0,108,130,4,57,800,99,25.6,1001.3,21.7,0,WNW,1,Aotizhongxin
12925,2014,8,21,12,171,171,3,72,1200,77,30.6,1000.4,21.7,0,NE,0.7,Aotizhongxin
12937,2014,8,22,0,27,27,2,38,300,78,21.4,1002.4,21.2,0,NNE,0.6,Aotizhongxin
12949,2014,8,22,12,42,56,2,68,600,48,26.6,1001.9,21.4,0,S,0,Aotizhongxin
12961,2014,8,23,0,109,124,2,124,1400,2,23.2,1000.4,22,0,E,0,Aotizhongxin
12973,2014,8,23,12,127,127,2,45,1000,167,31.5,998.5,21.4,0,SW,0.9,Aotizhongxin
12985,2014,8,24,0,18,69,2,29,200,72,21.4,1000.6,21.4,0,E,2.2,Aotizhongxin
12997,2014,8,24,12,9,14,9,17,200,70,31,1000.9,10.4,0,NW,2.5,Aotizhongxin
13009,2014,8,25,0,35,35,2,56,600,45,23.9,1004.7,19.4,0,ENE,1.2,Aotizhongxin
13021,2014,8,25,12,3,5,2,11,100,74,31.7,1004.7,9.8,0,ENE,2.6,Aotizhongxin
13033,2014,8,26,0,45,170,5,116,600,6,19.9,1007.2,14.5,0,W,0,Aotizhongxin
13045,2014,8,26,12,21,33,NA,32,400,82,34.2,1006.8,8,0,ENE,0.8,Aotizhongxin
13057,2014,8,27,0,44,211,5,141,800,2,19.8,1007.1,13.9,0,NE,0,Aotizhongxin
13069,2014,8,27,12,39,96,NA,61,600,125,32.9,1006.9,14.5,0,SW,2.5,Aotizhongxin
13081,2014,8,28,0,104,244,6,128,1000,22,23.1,1007.8,19.9,0,NE,0,Aotizhongxin
13093,2014,8,28,12,68,94,NA,58,700,92,27.9,1008.8,16.8,0,W,1.8,Aotizhongxin
13105,2014,8,29,0,60,60,2,52,1300,94,20.5,1009.9,19,0,NE,1.2,Aotizhongxin
13117,2014,8,29,12,56,66,2,26,700,129,26.4,1009.3,18.5,0,SE,0.7,Aotizhongxin
13129,2014,8,30,0,125,164,2,94,900,35,22.2,1010.1,19.7,0,ESE,0,Aotizhongxin
13141,2014,8,30,12,156,169,2,71,2100,24,25.1,1008.3,22,0,ENE,1.9,Aotizhongxin
13153,2014,8,31,0,88,88,2,28,900,97,20.9,1007.3,19.9,0,NE,1.4,Aotizhongxin
13165,2014,8,31,12,78,78,2,35,1100,98,27.4,1006.7,20,0,E,1.1,Aotizhongxin
13177,2014,9,1,0,76,76,2,54,1700,37,20.8,1008,20.8,0,E,0,Aotizhongxin
13189,2014,9,1,12,145,145,2,87,2300,12,24.4,1006.5,22.7,0,SSE,0.5,Aotizhongxin
13201,2014,9,2,0,26,26,2,49,800,50,20,1005,20,0.9,NNE,1.1,Aotizhongxin
13213,2014,9,2,12,30,30,3,41,1100,59,22.3,1004.4,20.6,0,NNE,1.7,Aotizhongxin
13225,2014,9,3,0,16,18,3,68,800,2,17.6,1005.9,17.6,0,E,0.8,Aotizhongxin
13237,2014,9,3,12,12,19,NA,27,600,NA,29.3,1003.4,11.4,0,WSW,1.1,Aotizhongxin
13249,2014,9,4,0,31,91,4,103,700,NA,17.2,1000.3,16.9,0,N,0,Aotizhongxin
13261,2014,9,4,12,42,94,6,100,800,76,32.7,998.3,13.4,0,WSW,2.6,Aotizhongxin
13273,2014,9,5,0,64,164,7,96,900,48,20.1,1000.7,18.6,0,N,0.5,Aotizhongxin
13285,2014,9,5,12,127,182,NA,81,NA,99,29.5,1004,19.2,0,NE,1,Aotizhongxin
13297,2014,9,6,0,151,162,4,61,1100,78,22.7,1005.6,21,0,W,1,Aotizhongxin
13309,2014,9,6,12,160,167,4,47,2100,117,27.8,1004.9,20.9,0,WSW,1.4,Aotizhongxin
13321,2014,9,7,0,139,191,2,73,800,70,23.7,1002.9,19.6,0,SW,1,Aotizhongxin
13333,2014,9,7,12,221,221,2,88,1500,53,28.8,1000.9,19.7,0,W,2.2,Aotizhongxin
13345,2014,9,8,0,98,98,2,40,700,69,22.8,1004.4,6.9,0,ENE,1.7,Aotizhongxin
13357,2014,9,8,12,3,8,4,11,200,73,29.3,1004.3,7.2,0,NE,1.7,Aotizhongxin
13369,2014,9,9,0,26,109,3,83,400,18,17.2,1003.8,11.2,0,NE,0.8,Aotizhongxin
13381,2014,9,9,12,34,72,5,47,500,88,28.5,1004.1,13.2,0,SW,1.3,Aotizhongxin
13393,2014,9,10,0,57,116,11,80,800,56,18.3,1006.6,16.5,0,SE,0.2,Aotizhongxin
13405,2014,9,10,12,109,142,10,79,1400,95,28.4,1008,16,0,SW,2.4,Aotizhongxin
13417,2014,9,11,0,75,165,9,153,1200,16,18.1,1008.9,16.1,0,ENE,0.6,Aotizhongxin
13429,2014,9,11,12,106,154,16,89,1800,43,26.7,1007.7,16.6,0,NNE,1.4,Aotizhongxin
13441,2014,9,12,0,114,114,2,58,1300,46,20,1008.7,20,0,NW,0,Aotizhongxin
13453,2014,9,12,12,52,52,4,75,700,34,24.3,1009,17.1,0,NNE,0.8,Aotizhongxin
13465,2014,9,13,0,66,124,3,94,800,2,19.2,1009.3,18.5,0,SW,0.1,Aotizhongxin
13477,2014,9,13,12,63,63,13,49,600,94,26.8,1007.8,14.5,0,WSW,1.8,Aotizhongxin
13489,2014,9,14,0,79,117,6,54,500,74,19.5,1008,17.1,0,WSW,0.2,Aotizhongxin
13501,2014,9,14,12,15,15,2,28,300,41,21.7,1012.9,9.2,0,ESE,1,Aotizhongxin
13513,2014,9,15,0,39,134,5,77,800,2,14.2,1013.6,12.9,0,E,0,Aotizhongxin
13525,2014,9,15,12,11,24,5,15,200,53,27.7,1012,1.2,0,NNE,2.7,Aotizhongxin
13537,2014,9,16,0,27,118,3,77,400,2,13.9,1012,9.5,0,NE,1.3,Aotizhongxin
13549,2014,9,16,12,19,85,4,46,300,28,21.7,1012.6,10.8,0,E,0.2,Aotizhongxin
13561,2014,9,17,0,49,92,6,79,600,2,16.7,1013.9,13.6,0,WSW,2.1,Aotizhongxin
13573,2014,9,17,12,91,164,NA,89,800,8,21.7,1015,14.3,0,WSW,0,Aotizhongxin
13585,2014,9,18,0,51,93,2,89,700,2,13.5,1015.8,13.5,0,ENE,0.6,Aotizhongxin
13597,2014,9,18,12,62,62,6,61,600,87,27.3,1013.1,10.5,0,SSW,1.7,Aotizhongxin
13609,2014,9,19,0,55,136,4,69,500,48,14.5,1009.9,12.9,0,WSW,0,Aotizhongxin
13621,2014,9,19,12,156,236,13,121,1100,35,24.5,1005.4,14.9,0,SSW,1.9,Aotizhongxin
13633,2014,9,20,0,118,118,2,98,1200,5,17.9,1004.2,17.9,0,NE,0.8,Aotizhongxin
13645,2014,9,20,12,123,129,6,47,900,103,26.5,1003.7,16.7,0,NE,1.3,Aotizhongxin
13657,2014,9,21,0,219,263,3,143,1800,2,19.4,1008.7,18.4,0,ESE,0.2,Aotizhongxin
13669,2014,9,21,12,62,99,29,56,1600,53,24.6,1011.2,16.1,0,SE,1.5,Aotizhongxin
13681,2014,9,22,0,83,104,3,104,800,16,20.6,1013,18.4,0,SW,1,Aotizhongxin
13693,2014,9,22,12,116,156,7,89,3100,5,21.6,1012.4,18.2,0,N,0.9,Aotizhongxin
13705,2014,9,23,0,90,90,2,70,2000,2,18.7,1012.3,18.7,0.3,NE,1,Aotizhongxin
13717,2014,9,23,12,47,47,2,43,700,11,18.5,1012.1,18,0.2,ENE,1.7,Aotizhongxin
13729,2014,9,24,0,30,30,2,54,600,2,17.4,1011.1,17.4,1.2,NE,0.9,Aotizhongxin
13741,2014,9,24,12,13,13,4,21,400,43,24.4,1009.8,15.9,0,SE,1.2,Aotizhongxin
13753,2014,9,25,0,108,140,7,86,1800,2,16.4,1011.4,16.2,0,SW,0,Aotizhongxin
13765,2014,9,25,12,129,129,6,75,1400,13,20.3,1011.2,18.1,0,S,0.5,Aotizhongxin
13777,2014,9,26,0,78,78,5,67,800,17,19.4,1007.7,16.4,0,WSW,0.8,Aotizhongxin
13789,2014,9,26,12,132,132,19,66,1400,32,23.2,1003.1,17.9,0,NW,0.5,Aotizhongxin
13801,2014,9,27,0,110,110,3,87,1500,2,15.3,1007.5,15.3,0,NE,0.4,Aotizhongxin
13813,2014,9,27,12,15,15,3,22,200,58,24.4,1010.3,7.9,0,ESE,1.3,Aotizhongxin
13825,2014,9,28,0,75,218,11,136,1300,2,16,1011.6,14.5,0,E,0,Aotizhongxin
13837,2014,9,28,12,81,183,14,97,1900,2,21.5,1010.5,15.1,0,W,1.1,Aotizhongxin
13849,2014,9,29,0,79,115,3,95,900,2,15.1,1008.3,14.9,0,N,0,Aotizhongxin
13861,2014,9,29,12,39,40,3,24,500,60,24.1,1013.5,7.3,0,NE,3.7,Aotizhongxin
13873,2014,9,30,0,21,65,5,45,500,8,13.5,1022.6,5.1,0,SSW,0.9,Aotizhongxin
13885,2014,9,30,12,23,60,11,40,600,17,15,1020.1,2.5,0,SSW,1.5,Aotizhongxin
13897,2014,10,1,0,80,125,11,57,800,10,12.4,1014.2,6.2,0,NE,1.5,Aotizhongxin
13909,2014,10,1,12,80,124,12,64,1300,3,10.6,1010.1,9.5,0.9,NE,2,Aotizhongxin
13921,2014,10,2,0,81,81,4,58,800,2,10.8,1007.8,10.8,0,NNE,0,Aotizhongxin
13933,2014,10,2,12,67,67,15,56,1100,12,21.6,1006.1,12.2,0,WSW,1.3,Aotizhongxin
13945,2014,10,3,0,110,110,6,81,1300,2,12.2,1010.9,12.2,0,ENE,1.1,Aotizhongxin
13957,2014,10,3,12,70,96,8,49,1500,2,16.9,1011.6,13.2,0,SSW,0.7,Aotizhongxin
13969,2014,10,4,0,141,141,6,79,2800,2,15.4,1011.5,15.1,0.1,SW,1.3,Aotizhongxin
13981,2014,10,4,12,77,77,2,46,900,30,16.5,1012.8,14.1,0,WSW,0.9,Aotizhongxin
13993,2014,10,5,0,64,64,2,64,1100,2,12.1,1016.9,12.1,0,W,1.1,Aotizhongxin
14005,2014,10,5,12,10,10,2,14,300,61,20.5,1018.2,5.3,0,NE,2.6,Aotizhongxin
14017,2014,10,6,0,27,27,2,72,400,2,7.9,1021.4,5.7,0,WSW,0,Aotizhongxin
14029,2014,10,6,12,21,38,2,38,400,31,20.9,1017.9,1.7,0,WSW,2.4,Aotizhongxin
14041,2014,10,7,0,94,141,8,110,700,2,11.8,1014.6,9,0,E,1,Aotizhongxin
14053,2014,10,7,12,96,136,16,73,1000,22,20.1,1013.4,8.4,0,NE,1.1,Aotizhongxin
14065,2014,10,8,0,254,295,8,163,1900,2,13,1014.1,11.4,0,ENE,1.1,Aotizhongxin
14077,2014,10,8,12,256,256,15,107,1900,15,18.2,1013.1,13.3,0,E,0.9,Aotizhongxin
14089,2014,10,9,0,364,364,7,160,2600,2,12.7,1012.9,12.7,0,N,0,Aotizhongxin
14101,2014,10,9,12,345,345,12,99,1900,27,20.4,1013.7,15.6,0,NE,0,Aotizhongxin
14113,2014,10,10,0,NA,NA,NA,NA,NA,91,14.4,1016.3,14.4,0,ENE,0.8,Aotizhongxin
14125,2014,10,10,12,351,351,29,117,2100,31,20.6,1016.4,16,0,NNE,1.1,Aotizhongxin
14137,2014,10,11,0,332,332,NA,NA,NA,133,14,1015.1,14,0,N,0,Aotizhongxin
14149,2014,10,11,12,257,257,NA,NA,NA,NA,19.1,1014.5,16.9,0,NNE,2,Aotizhongxin
14161,2014,10,12,0,6,6,NA,NA,NA,NA,14.6,1022.5,8.1,0,NE,2.3,Aotizhongxin
14173,2014,10,12,12,7,7,NA,NA,NA,NA,17.4,1025.2,-0.4,0,ESE,1.3,Aotizhongxin
14185,2014,10,13,0,6,6,NA,NA,NA,NA,9.3,1025.2,-2,0,NE,1.1,Aotizhongxin
14197,2014,10,13,12,3,3,7,14,300,45,17,1020.1,-6.2,0,ENE,1.2,Aotizhongxin
14209,2014,10,14,0,54,54,7,100,700,2,4.9,1017.4,3.6,0,NE,0,Aotizhongxin
14221,2014,10,14,12,39,64,11,64,600,18,19.9,1012.5,1.3,0,W,3.9,Aotizhongxin
14233,2014,10,15,0,135,219,15,105,1000,2,7.9,1008.7,7.5,0,W,0,Aotizhongxin
14245,2014,10,15,12,16,127,3,13,200,55,21.6,1008.8,-0.4,0,NNE,2.8,Aotizhongxin
14257,2014,10,16,0,17,81,2,69,400,2,6,1016.3,1.9,0,E,0.6,Aotizhongxin
14269,2014,10,16,12,21,104,8,35,400,39,21,1014.3,-1.6,0,SW,2.7,Aotizhongxin
14281,2014,10,17,0,73,196,12,111,900,2,7.6,1011.8,4,0,ENE,0.5,Aotizhongxin
14293,2014,10,17,12,93,171,21,107,1000,16,22.6,1008.8,4.1,0,WSW,1.9,Aotizhongxin
14305,2014,10,18,0,191,312,13,192,2100,2,11.2,1011.2,7.7,0,N,0,Aotizhongxin
14317,2014,10,18,12,115,214,15,123,1000,34,23.7,1010.1,5.6,0,SSE,0.9,Aotizhongxin
14329,2014,10,19,0,322,448,16,253,4200,2,13.9,1009.3,11.9,0,E,0.5,Aotizhongxin
14341,2014,10,19,12,367,414,20,201,3000,2,20,1007.7,13.2,0,SSW,1.2,Aotizhongxin
14353,2014,10,20,0,152,152,6,65,900,24,15.9,1010.3,14.8,0,WSW,1.2,Aotizhongxin
14365,2014,10,20,12,243,243,9,73,1300,61,20,1011.5,13.7,0,ESE,1,Aotizhongxin
14377,2014,10,21,0,59,59,10,53,800,19,14.8,1018.5,7.8,0,SW,2.6,Aotizhongxin
14389,2014,10,21,12,34,34,29,71,1400,9,15.1,1018.8,-2.8,0,WSW,2.5,Aotizhongxin
14401,2014,10,22,0,68,144,21,91,1200,2,8.1,1018.7,4.7,0,ENE,0.7,Aotizhongxin
14413,2014,10,22,12,85,208,15,144,1700,2,14.1,1016.6,6.7,0,SSE,1.4,Aotizhongxin
14425,2014,10,23,0,112,201,17,106,1600,2,12.1,1013,8.2,0,ENE,0.4,Aotizhongxin
14437,2014,10,23,12,137,189,9,76,1200,24,15.5,1007.9,8.9,0,ENE,1.6,Aotizhongxin
14449,2014,10,24,0,212,327,19,165,2900,2,9.6,1006.8,9.6,0,E,0.6,Aotizhongxin
14461,2014,10,24,12,241,280,19,108,1800,28,18.4,1004.7,11.7,0,W,1.2,Aotizhongxin
14473,2014,10,25,0,326,347,8,135,2800,2,10.7,1006.2,10.7,0,W,0,Aotizhongxin
14485,2014,10,25,12,310,310,11,67,1800,66,19,1004.8,13.4,0,WSW,0.8,Aotizhongxin
14497,2014,10,26,0,379,379,8,143,3000,2,13.4,1009.7,13.4,0,NE,1.5,Aotizhongxin
14509,2014,10,26,12,10,10,2,17,300,57,17.8,1020.1,-5.5,0,E,1.8,Aotizhongxin
14521,2014,10,27,0,13,13,2,61,400,10,4.1,1026.2,-3.4,0,ENE,1.3,Aotizhongxin
14533,2014,10,27,12,46,46,25,71,1100,14,14.4,1025.5,-3.9,0,WSW,1.9,Aotizhongxin
14545,2014,10,28,0,48,95,11,75,1400,2,8.5,1023.5,3.3,0,WSW,1.4,Aotizhongxin
14557,2014,10,28,12,87,159,19,104,1400,2,12.9,1020.2,4.1,0,NE,2,Aotizhongxin
14569,2014,10,29,0,103,200,11,114,1600,2,8.9,1019.3,6.3,0,ENE,0.9,Aotizhongxin
14581,2014,10,29,12,107,159,15,89,1100,12,15.6,1017.8,5.8,0,S,1.1,Aotizhongxin
14593,2014,10,30,0,162,218,15,155,2600,2,10.8,1017.5,10,0.1,ESE,0,Aotizhongxin
14605,2014,10,30,12,160,160,15,NA,1700,16,14.4,1016.6,8.8,0,WNW,1.1,Aotizhongxin
14617,2014,10,31,0,191,191,14,135,1700,2,11.4,1016.7,9.1,0,SSE,0,Aotizhongxin
14629,2014,10,31,12,112,112,17,91,2000,13,15,1014.2,11.8,0,WSW,1,Aotizhongxin
14641,2014,11,1,0,180,194,9,123,3300,2,10.3,1021,10.1,0,NW,0,Aotizhongxin
14653,2014,11,1,12,13,66,8,21,300,49,15.2,1023,-2.7,0,N,2.2,Aotizhongxin
14665,2014,11,2,0,9,21,3,26,300,35,11.3,1027,-6.6,0,NNE,4.3,Aotizhongxin
14677,2014,11,2,12,3,10,3,11,300,56,13.7,1023,-8.3,0,NW,2.6,Aotizhongxin
14689,2014,11,3,0,9,38,3,71,500,2,3,1019,-1,0,WSW,0.1,Aotizhongxin
14701,2014,11,3,12,14,20,2,43,500,42,17.7,1020,-4.3,0,S,1.6,Aotizhongxin
14713,2014,11,4,0,53,100,10,66,600,9,4.1,1017,2.4,0,W,0,Aotizhongxin
14725,2014,11,4,12,105,153,19,104,1200,15,13.9,1021,0.2,0,SE,1.3,Aotizhongxin
14737,2014,11,5,0,229,263,18,127,3000,2,5.1,1019,3.1,0,ESE,0.5,Aotizhongxin
14749,2014,11,5,12,10,20,8,15,400,57,19.4,1022,-6.3,0,N,2.8,Aotizhongxin
14761,2014,11,6,0,3,5,2,8,200,64,10.4,1019,-6.9,0,NE,1.9,Aotizhongxin
14773,2014,11,6,12,3,10,2,13,300,50,11.4,1020,-7,0,ENE,2.6,Aotizhongxin
14785,2014,11,7,0,41,78,17,71,1000,2,3.4,1018,-1.2,0,WSW,0.7,Aotizhongxin
14797,2014,11,7,12,52,82,27,67,1500,2,7.7,1021,-4.4,0,N,1.5,Aotizhongxin
14809,2014,11,8,0,40,40,2,56,700,2,1.1,1026,-1.5,0,NE,1,Aotizhongxin
14821,2014,11,8,12,77,78,40,70,1500,17,10.7,1030,-1.1,0,WSW,1.9,Aotizhongxin
14833,2014,11,9,0,92,95,2,99,1500,2,0.6,1027,0.5,0,W,0.5,Aotizhongxin
14845,2014,11,9,12,39,39,12,54,800,25,13.3,1030,-4.4,0,NW,0.9,Aotizhongxin
14857,2014,11,10,0,85,95,2,95,1300,2,1.2,1022,0.9,0,ESE,0,Aotizhongxin
14869,2014,11,10,12,41,41,17,55,800,19,13.5,1016,-3.3,0,W,1.6,Aotizhongxin
14881,2014,11,11,0,147,164,4,128,1900,2,2.8,1011,2.1,0,ESE,0,Aotizhongxin
14893,2014,11,11,12,17,49,10,13,300,48,12,1016,-4.6,0,NNE,3.8,Aotizhongxin
14905,2014,11,12,0,5,55,6,6,300,56,7.3,1022,-13.6,0,NW,2.1,Aotizhongxin
14917,2014,11,12,12,3,39,5,7,300,64,6.3,1021,-18.5,0,N,3.1,Aotizhongxin
14929,2014,11,13,0,4,15,4,17,300,51,4.1,1013,-13.7,0,N,2,Aotizhongxin
14941,2014,11,13,12,23,38,7,52,700,30,10.2,1016,-10.1,0,W,2.4,Aotizhongxin
14953,2014,11,14,0,33,83,4,81,1000,2,-0.6,1014,-5.2,0,ESE,0.6,Aotizhongxin
14965,2014,11,14,12,26,31,20,45,600,29,11.6,1012,-10,0,ENE,2.5,Aotizhongxin
14977,2014,11,15,0,95,158,28,98,2500,2,3.7,1015,-5,0,E,0.8,Aotizhongxin
14989,2014,11,15,12,94,135,51,96,1500,3,8.2,1013,-8,0,NE,1,Aotizhongxin
15001,2014,11,16,0,166,209,49,136,3000,2,2.3,1017,-3.6,0,E,0.9,Aotizhongxin
